classification,suite,layer,algorithm,operation,payload_profile,message_bytes,n,valid_n,valid_fraction,mean_wall_ns,median_wall_ns,stdev_wall_ns,cv_wall,min_wall_ns,p95_wall_ns,p99_wall_ns,max_wall_ns,median_ci95_low_ns,median_ci95_high_ns,mean_cpu_ns,throughput_ops_per_second,mad_outlier_count,outlier_policy,max_rss_bytes,public_key_bytes,private_key_bytes,signature_bytes_min,signature_bytes_median,signature_bytes_max,ciphertext_bytes,shared_secret_bytes,results
MEASURED,primitive,runtime_pqc_manager,ML-KEM-1024,keygen,none,0,1,1,1.0,12375.0,12375.0,0.0,0.0,12375.0,12375.0,12375.0,12375.0,12375.0,12375.0,14000.0,80808.0808080808,0,retained_all_samples,7503872,1568,3168,0,0,0,0,0,keypair_generated
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,keygen,none,0,1,1,1.0,1026667.0,1026667.0,0.0,0.0,1026667.0,1026667.0,1026667.0,1026667.0,1026667.0,1026667.0,1027000.0,974.0256577838774,0,retained_all_samples,7356416,32,64,0,0,0,0,0,keypair_generated
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,sign,block4096,4096,1,1,1.0,24323166.0,24323166.0,0.0,0.0,24323166.0,24323166.0,24323166.0,24323166.0,24323166.0,24323166.0,24202000.0,41.113068915452864,0,retained_all_samples,7471104,32,64,17088,17088,17088,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,sign,digest32,32,1,1,1.0,24633167.0,24633167.0,0.0,0.0,24633167.0,24633167.0,24633167.0,24633167.0,24633167.0,24633167.0,24500000.0,40.595673305020014,0,retained_all_samples,7454720,32,64,17088,17088,17088,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,sign,large16384,16384,1,1,1.0,24543500.0,24543500.0,0.0,0.0,24543500.0,24543500.0,24543500.0,24543500.0,24543500.0,24543500.0,24417000.0,40.7439851691894,0,retained_all_samples,7471104,32,64,17088,17088,17088,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,sign,medium256,256,1,1,1.0,24413542.0,24413542.0,0.0,0.0,24413542.0,24413542.0,24413542.0,24413542.0,24413542.0,24413542.0,24243000.0,40.96087327271069,0,retained_all_samples,7471104,32,64,17088,17088,17088,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,sign,small64,64,1,1,1.0,24760625.0,24760625.0,0.0,0.0,24760625.0,24760625.0,24760625.0,24760625.0,24760625.0,24760625.0,24551000.0,40.38670267814322,0,retained_all_samples,7471104,32,64,17088,17088,17088,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,sign,transaction512,512,1,1,1.0,24247541.0,24247541.0,0.0,0.0,24247541.0,24247541.0,24247541.0,24247541.0,24247541.0,24247541.0,24174000.0,41.2412953544444,0,retained_all_samples,7471104,32,64,17088,17088,17088,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,sign,vote192,192,1,1,1.0,24237875.0,24237875.0,0.0,0.0,24237875.0,24237875.0,24237875.0,24237875.0,24237875.0,24237875.0,24156000.0,41.25774227319845,0,retained_all_samples,7471104,32,64,17088,17088,17088,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_valid,block4096,4096,1,1,1.0,1490125.0,1490125.0,0.0,0.0,1490125.0,1490125.0,1490125.0,1490125.0,1490125.0,1490125.0,1467000.0,671.0846405502894,0,retained_all_samples,7471104,32,64,17088,17088,17088,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_valid,digest32,32,1,1,1.0,1472917.0,1472917.0,0.0,0.0,1472917.0,1472917.0,1472917.0,1472917.0,1472917.0,1472917.0,1475000.0,678.9248817143125,0,retained_all_samples,7454720,32,64,17088,17088,17088,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_valid,large16384,16384,1,1,1.0,1656167.0,1656167.0,0.0,0.0,1656167.0,1656167.0,1656167.0,1656167.0,1656167.0,1656167.0,1642000.0,603.8038434529851,0,retained_all_samples,7471104,32,64,17088,17088,17088,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_valid,medium256,256,1,1,1.0,1593667.0,1593667.0,0.0,0.0,1593667.0,1593667.0,1593667.0,1593667.0,1593667.0,1593667.0,1562000.0,627.4836587568168,0,retained_all_samples,7471104,32,64,17088,17088,17088,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_valid,small64,64,1,1,1.0,1471000.0,1471000.0,0.0,0.0,1471000.0,1471000.0,1471000.0,1471000.0,1471000.0,1471000.0,1453000.0,679.8096532970768,0,retained_all_samples,7471104,32,64,17088,17088,17088,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_valid,transaction512,512,1,1,1.0,1551333.0,1551333.0,0.0,0.0,1551333.0,1551333.0,1551333.0,1551333.0,1551333.0,1551333.0,1512000.0,644.6069283641874,0,retained_all_samples,7471104,32,64,17088,17088,17088,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_valid,vote192,192,1,1,1.0,1550208.0,1550208.0,0.0,0.0,1550208.0,1550208.0,1550208.0,1550208.0,1550208.0,1550208.0,1533000.0,645.0747254561968,0,retained_all_samples,7471104,32,64,17088,17088,17088,0,0,accepted
