run_id,environment_id,source_commit,classification,suite,layer,algorithm,operation,payload_profile,message_bytes,iteration,warmup_iterations,wall_ns,cpu_ns,max_rss_bytes,valid,result,public_key_bytes,private_key_bytes,signature_bytes,ciphertext_bytes,shared_secret_bytes,notes
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,verify_cache_hit,medium256,256,0,1,10083,10000,48054272,true,accepted_cache_hit,0,0,3309,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + positive cache
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,negative,aegis_domain_wrapper,ML-DSA-65,verify_tampered_signature,medium256,256,0,0,110416,113000,48054272,true,rejected,0,0,3309,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,sign_domain,transaction512,512,0,1,338167,338000,48054272,true,domain_signature_generated,0,0,3309,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,verify_cache_miss,transaction512,512,0,1,116291,120000,48070656,true,accepted_cache_miss,0,0,3309,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + bounded worker + primitive
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,verify_cache_hit,transaction512,512,0,1,10417,10000,48070656,true,accepted_cache_hit,0,0,3309,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + positive cache
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,negative,aegis_domain_wrapper,ML-DSA-65,verify_tampered_signature,transaction512,512,0,0,119625,123000,48070656,true,rejected,0,0,3309,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,sign_domain,block4096,4096,0,1,204958,206000,48070656,true,domain_signature_generated,0,0,3309,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,verify_cache_miss,block4096,4096,0,1,132375,136000,48070656,true,accepted_cache_miss,0,0,3309,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + bounded worker + primitive
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,verify_cache_hit,block4096,4096,0,1,16250,16000,48070656,true,accepted_cache_hit,0,0,3309,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + positive cache
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,negative,aegis_domain_wrapper,ML-DSA-65,verify_tampered_signature,block4096,4096,0,0,156958,158000,48070656,true,rejected,0,0,3309,0,0,domain=SYNERGY_TX_V1
